id	pfam_id	uniprot_id	pfam_embedding	uniprot_embedding	refSeqAccession	entry	entry_name	protein_names	gene_names	organism	pfam_description	uniprot_function
None	PF00012	A0A4Y7QZ50	None	None	WP_000034699.1	None	None	A0A4Y7QZ50_9BACI	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	A0A4S4HTY5	None	None	WP_000034699.1	None	None	A0A4S4HTY5_9BACI	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	Q6HDK7	None	None	WP_000034699.1	None	None	DNAK_BACHK	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.
None	PF00012	Q634M7	None	None	WP_000034699.1	None	None	DNAK_BACCZ	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.
None	PF00012	A0AA96PJB3	None	None	WP_000034699.1	None	None	A0AA96PJB3_9BACI	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	B7JN39	None	None	WP_000034699.1	None	None	DNAK_BACC0	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.
None	PF00012	A0RIT3	None	None	WP_000034699.1	None	None	DNAK_BACAH	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.
None	PF00012	A0AAN0W6P0	None	None	WP_000034699.1	None	None	A0AAN0W6P0_BACCE	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	C3GP54	None	None	WP_000034699.1	None	None	C3GP54_BACTU	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	C3L5R7	None	None	WP_000034699.1	None	None	DNAK_BACAC	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.
None	PF00012	C1ESK8	None	None	WP_000034699.1	None	None	DNAK_BACC3	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.
None	PF00012	C3P8M0	None	None	WP_000034699.1	None	None	DNAK_BACAA	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.
None	None	A0A6L7HJG7	None	None	WP_000035796.1	None	None	A0A6L7HJG7_BACAN	None	None	None	None
None	None	A0AAC8NBT2	None	None	WP_000035796.1	None	None	A0AAC8NBT2_BACAN	None	None	None	None
None	PF00083	A0A6H3AG27	None	None	WP_000035847.1	None	None	A0A6H3AG27_BACAN	None	None	None	May be a proton symporter involved in the uptake of osmolytesCC       such as proline and glycine betaine. {ECO:0000256|ARBA:ARBA00037295}.
None	PF00083	A0A6L7HQ40	None	None	WP_000035847.1	None	None	A0A6L7HQ40_BACAN	None	None	None	May be a proton symporter involved in the uptake of osmolytesCC       such as proline and glycine betaine. {ECO:0000256|ARBA:ARBA00037295}.
None	PF01784	A0A6L7GZR7	None	None	WP_000036216.1	None	None	A0A6L7GZR7_BACAN	None	None	This family includes the DUF34/metal-binding protein/NIF3 proteins, which are widely distributed across superkingdoms. They were previously annotated as GTP cyclohydrolase 1 type 2 [[cite:PUB00070175]] and, recently, through a comprehensive literature review and integrative bioinformatic analyses  it was revealed that annotations for these members were misleading  as they were based on a single set of in vitro results examining the NIF3 homolog of Helicobacter pylori [[cite:PUB00070175]]. Actually, they have varied phenotypes with the unifying functional role as metal-binding proteins [[cite:PUB00100327]]. This entry contains several NIF3 (NGG1p interacting factor 3) protein homologues. NIF3 interacts with the yeast transcriptional coactivator NGG1p which is part of the ADA complex, the exact function of this interaction is unknown [[cite:PUB00002954],[cite:PUB00019927]].	None
None	PF01784	A0AAE9TBZ7	None	None	WP_000036216.1	None	None	A0AAE9TBZ7_BACCE	None	None	This family includes the DUF34/metal-binding protein/NIF3 proteins, which are widely distributed across superkingdoms. They were previously annotated as GTP cyclohydrolase 1 type 2 [[cite:PUB00070175]] and, recently, through a comprehensive literature review and integrative bioinformatic analyses  it was revealed that annotations for these members were misleading  as they were based on a single set of in vitro results examining the NIF3 homolog of Helicobacter pylori [[cite:PUB00070175]]. Actually, they have varied phenotypes with the unifying functional role as metal-binding proteins [[cite:PUB00100327]]. This entry contains several NIF3 (NGG1p interacting factor 3) protein homologues. NIF3 interacts with the yeast transcriptional coactivator NGG1p which is part of the ADA complex, the exact function of this interaction is unknown [[cite:PUB00002954],[cite:PUB00019927]].	None
None	PF04055	A0A6L8PT45	None	None	WP_000036288.1	None	None	A0A6L8PT45_BACAN	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0A1T2QX10	None	None	WP_000036288.1	None	None	A0A1T2QX10_BACCE	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0A0B5WYC7	None	None	WP_000036288.1	None	None	A0A0B5WYC7_BACTU	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0A243CSR2	None	None	WP_000036288.1	None	None	A0A243CSR2_BACTU	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0A243BEY3	None	None	WP_000036288.1	None	None	A0A243BEY3_BACTU	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0A6H9IAQ5	None	None	WP_000036288.1	None	None	A0A6H9IAQ5_9BACI	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0A4S4HWG0	None	None	WP_000036288.1	None	None	A0A4S4HWG0_9BACI	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	Q63E29	None	None	WP_000036288.1	None	None	Q63E29_BACCZ	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0AAE4QBQ8	None	None	WP_000036288.1	None	None	A0AAE4QBQ8_9BACI	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0AA96T3I3	None	None	WP_000036288.1	None	None	A0AA96T3I3_9BACI	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	B7JFS6	None	None	WP_000036288.1	None	None	B7JFS6_BACC0	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0RBG3	None	None	WP_000036288.1	None	None	A0RBG3_BACAH	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0AAN0W566	None	None	WP_000036288.1	None	None	A0AAN0W566_BACCE	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
None	PF04055	A0A158RRC1	None	None	WP_000036288.1	None	None	A0A158RRC1_BACC3	None	None	Radical SAM proteins catalyse diverse reactions, including unusual methylations, isomerisation, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.	Catalyzes the complex heterocyclic radical-mediatedCC       conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-CC       deazaguanine (CDG), a step common to the biosynthetic pathways of allCC       7-deazapurine-containing compounds. {ECO:0000256|HAMAP-Rule:MF_00917}.
